0,0,0,reset,0:0:3
0,1,500,reset,0:3:37
0,2,500,reset,0:3:26
0,3,500,reset,0:3:41
0,4,500,reset,0:3:27
0,5,500,reset,0:3:30
0,6,500,reset,0:3:31
0,7,500,reset,0:3:32
0,8,500,reset,0:3:27
0,9,171,goal,0:1:18
0,9,500,reset,0:2:27
0,10,500,reset,0:3:55
0,11,500,reset,0:3:42
0,12,318,goal,0:2:13
0,12,500,reset,0:1:17
0,13,378,goal,0:2:35
0,13,500,reset,0:0:50
0,14,332,goal,0:2:31
0,14,500,reset,0:1:12
0,15,318,goal,0:2:9
0,15,500,reset,0:1:14
0,16,500,reset,0:3:28
0,17,167,goal,0:1:11
0,17,395,goal,0:1:33
0,17,500,reset,0:0:45
0,18,209,goal,0:1:29
0,18,386,goal,0:1:14
0,18,500,reset,0:0:47
0,19,230,goal,0:1:37
0,19,294,goal,0:0:28
0,19,385,goal,0:0:37
0,19,500,reset,0:0:47
0,20,199,goal,0:1:32
0,20,223,goal,0:0:11
0,20,257,goal,0:0:16
0,20,480,goal,0:1:39
0,20,500,reset,0:0:9
0,21,214,goal,0:1:39
0,21,346,goal,0:0:59
0,21,500,reset,0:1:8
0,22,367,goal,0:2:31
0,22,500,reset,0:0:55
0,23,500,reset,0:3:30
0,24,371,goal,0:2:37
0,24,500,reset,0:0:55
0,25,157,goal,0:1:8
0,25,245,goal,0:0:36
0,25,323,goal,0:0:31
0,25,370,goal,0:0:20
0,25,500,reset,0:0:53
0,26,123,goal,0:0:51
0,26,255,goal,0:0:55
0,26,372,goal,0:0:50
0,26,482,goal,0:0:46
0,26,500,reset,0:0:8
0,27,131,goal,0:0:59
0,27,257,goal,0:0:57
0,27,286,goal,0:0:14
0,27,500,reset,0:1:34
0,28,264,goal,0:1:57
0,28,344,goal,0:0:33
0,28,500,reset,0:1:3
0,29,271,goal,0:2:4
0,29,392,goal,0:0:54
0,29,475,goal,0:0:37
0,29,500,reset,0:0:10
0,30,123,goal,0:0:57
